T04n0192_p0001a01_##<mj>
T04n0192_p0001a02N##No. 192
T04n0192_p0001a03J##[01]佛所行讚卷第一[02](亦云佛本行經)
T04n0192_p0001a04_##
T04n0192_p0001a05A##[03]馬鳴菩薩[04]造
T04n0192_p0001a06Y##北涼天竺三藏曇無讖譯
T04n0192_p0001a07D##[05]生品第一
T04n0192_p0001a08S##　甘蔗之苗裔，　　釋迦無勝王，
T04n0202_p0358c10_##「不審，世尊！此金財比丘，本造何福，自生已
T04n0202_p0358c11_##來，手把金錢？唯願世尊！當見開示。」？佛告阿
T04n0202_p0358c12_##難：「汝當善思！我今說之。」<p>阿難對曰：「如是，諾
T04n0202_p0358c13_##當善聽！」<p>佛言：「乃往過去九十一劫時，世有
T04n0202_p0358c14_##佛名毘婆尸，出現於世，政法教化，度脫眾
T04n0202_p0358c15_##生，不可稱數。佛與眾僧，遊行國界，時諸豪
T04n0202_p0358c16_##富長者子等，施設[10]飯食，供養彼佛及弟子
T04n0202_p0358c17_##眾。爾時有一貧人，乏於財貨，常於野澤，
T04n0202_p0358c18_##取薪賣之，值時取薪賣得兩錢，見佛及
T04n0202_p0358c19_##僧受王家請，歡喜敬心，即以兩錢，施佛及
T04n0202_p0358c20_##僧；佛愍此人，即為受之。」佛告阿難：「爾時貧
T04n0202_p0358c21_##人，以此二錢，施佛及僧故，九十一劫，恒把
T04n0202_p0358c22_##金錢，財寶自恣，無有窮盡。爾時貧人者，金
T04n0202_p0358c23_##財比丘是也。正使其人未得道者，未來果
T04n0202_p0358c24_##報亦復無量。是故阿難！一切眾生，皆應精
T04n0202_p0358c25_##懃布施為業。」<p>爾時阿難及眾會者，聞佛所
T04n0202_p0358c26_##說，皆悉信解，有得須陀洹果者，斯陀含、阿
T04n0202_p0358c27_##那含、阿羅漢者，有發無上正真道意者，復
T04n0202_p0358c28_##有得住不退地者。一切眾會，聞佛所說，歡
T04n0202_p0358c29_##喜奉行。
T04n0202_p0359a01D##（一○）華天因緣品[01]第十
T04n0202_p0359a02P##如是我聞：<p>一時佛在舍衛國祇樹給孤獨園，
T04n0202_p0359a03_##與大比丘眾千二百五十人俱。爾時國內，
T04n0202_p0359a04_##有豪[02]富長者，生一男兒，面首端政。其兒生
T04n0202_p0359a05_##已，家內自然，天雨眾華，積滿舍內，即字此
T04n0202_p0359a06_##兒，名弗波提婆，[＊]晉言花天。兒年轉大，往
T04n0202_p0359a07_##至佛所，見佛顏容相好無比，見已歡喜，心
T04n0202_p0359a08_##自思惟：「我生處世，得值聖尊，今當請佛及
T04n0202_p0359a09_##諸眾僧。」即[03]前白佛言：「唯願世尊！及與眾僧，
T04n0202_p0359a10_##明日屈意，臨適鄙家，受少蔬食。」因見福
T04n0202_p0359a11_##[04]慶佛知其根，即時受請。于時華天，還至
T04n0202_p0359a12_##其家。明日食時，佛與眾僧往至其家，華天
T04n0202_p0359a13_##即化作寶床座，遍其舍內，整設嚴飾，佛及
T04n0202_p0359a14_##眾僧即坐其座。華天欲須種種飲食，其人
T04n0202_p0359a15_##福德自然而辦。佛與眾僧食已攝[金*本]，廣為
T04n0202_p0359a16_##華天具說諸法，華天合家，得須陀洹。於時
T04n0202_p0359a17_##華天，即辭父母，求索出家，為佛弟子。父母
T04n0202_p0359a18_##聽之。即至佛所，稽首佛足，求作比丘稟
T04n0202_p0359a19_##受佛教。佛聽入道，讚言：「善來比丘！」鬚髮自
T04n0202_p0359a20_##墮，袈裟著身，即成沙門，遵修佛教，逮得羅
T04n0202_p0359a21_##漢。<p>爾時阿難，見斯事已，往至佛所，長跪白
T04n0202_p0359a22_##言：「世尊！是華天比丘，本[05]殖何福，而得如
T04n0202_p0359a23_##是自然天華，又能化作床座飲食？世尊！當
T04n0202_p0359a24_##為決散此疑。」<p>佛告阿難：「欲知善聽！過去有
T04n0202_p0359a25_##佛，名毘婆尸，出現於世，度脫眾生。時諸眾
T04n0202_p0359a26_##僧，遊行聚落，到諸豪族，皆悉供養。時有一
T04n0202_p0359a27_##人，貧無錢財，見僧歡喜，恨無供養，即於
T04n0202_p0359a28_##野澤，採眾草華，用散眾僧，至心[06]敬禮，於
T04n0202_p0359a29_##是而去。」佛告阿難：「爾時貧人，[07]散僧華者，
T04n0202_p0359b01_##今此華天比丘是也。由其過[08]去用信敬心
T04n0202_p0359b02_##[09]故，採華散僧至心求願，九十一劫，所生之
T04n0202_p0359b03_##處，身體端政，意有所須，欲得飲食[10]床
T04n0202_p0359b04_##臥之具，尋時如念，自然而至；緣斯之福，自
T04n0202_p0359b05_##致得道。是故阿難！一切眾生，莫輕小施以
T04n0202_p0359b06_##為無福，猶如華天，今悉自得。」<p>爾時阿難，及
T04n0202_p0359b07_##諸眾會，聞佛所說，歡喜奉行。
T04n0202_p0359b08D##（一一）寶天[11]因緣品[＊]第十一
T04n0202_p0359b09P##如是我聞：<p>一時佛在舍衛國祇樹給孤獨園。
T04n0202_p0359b10_##爾時有長者，生一男兒，當爾之時，天雨七
T04n0202_p0359b11_##寶，遍其家內，皆令積滿。即召相師，占相此
T04n0202_p0359b12_##兒。相師[者*見]已，見其奇相，答長者言：「兒相殊
T04n0202_p0359b13_##特。」長者聞已，心懷歡喜，即語相師：「當為
T04n0202_p0359b14_##立字。」相師問曰：「此兒生時，有何瑞應？」長者
T04n0202_p0359b15_##答曰：「此兒生時，天雨七寶，滿我家內。」相師
T04n0202_p0359b16_##答曰：「是兒福德，當為立[12]號為勒那提婆，
T04n0202_p0359b17_##[＊]晉言寶天。」兒年轉大，才藝博通，聞佛神聖
T04n0202_p0359b18_##奇德少雙，心懷[13]渴仰，貪欲出家，即辭父
T04n0202_p0359b19_##母，往詣佛所，頭面作禮，而白佛言：「唯願世
T04n0202_p0359b20_##尊！聽我出家。」佛即聽許：「善來比丘！」鬚髮自
T04n0202_p0359b21_##墮，法衣在身，佛為說法，即得羅漢。<p>阿難白
T04n0202_p0359b22_##佛：「不審，世尊！此寶天比丘，本作何福，而
T04n0202_p0359b23_##當生時，天雨眾寶，衣食自然，無有乏短？」<p>佛
T04n0202_p0359b24_##告阿難：「過去世時，有毘婆尸佛，出現於世，
T04n0202_p0359b25_##度脫眾生，不可計數。爾時眾僧，遊行村落，
T04n0202_p0359b26_##時彼村中，有諸居士，共請眾僧，種種供養。
T04n0202_p0359b27_##時有貧人，雖懷喜心，家無財寶供養之具，
T04n0202_p0359b28_##便以一把白石[14]似珠，用散眾僧，發大誓願。」
T04n0202_p0359b29_##佛告阿難：「爾時貧人珠供養者，今此寶天比
T04n0202_p0359c01_##丘是也。由其過去用信敬心，持白石[＊]似珠
T04n0202_p0359c02_##散眾僧故，乃至九十一劫，受無量福，多饒
T04n0202_p0359c03_##財寶，衣食自然，無有乏短。緣於爾時有
T04n0202_p0359c04_##信敬心，今遭我世，得道果證。」<p>爾時眾會，聞
T04n0202_p0359c05_##佛所說，自生信心，有得初果，乃至[15]第四
T04n0202_p0359c06_##果者，復有發心住不退轉。爾時眾會，聞佛
T04n0202_p0359c07_##所說，歡喜奉行。
T04n0202_p0359c08D##（一二）羼提[16]波梨[17]品[18]第十二
T04n0202_p0359c09P##如是我聞：<p>一時佛在羅閱祇竹園林中止。
T04n0202_p0359c10_##爾時世尊，初始得道，度阿若憍陳如等，次
T04n0202_p0359c11_##度[爵-(采-木)+(樊-大)][19]卑羅迦葉兄弟千人，度人漸廣，蒙脫
T04n0202_p0359c12_##者眾。於時羅閱祇人，欣戴無量，莫不讚歎：
T04n0202_p0359c13_##「如來出世，甚為奇特！眾生之類，咸蒙度苦。」
T04n0202_p0359c14_##又復歎美憍陳如等，及[爵-(采-木)+(樊-大)]毘羅眾：「諸大德比
T04n0202_p0359c15_##丘，宿與如來有何因緣，法鼓初[20]震，特先得
T04n0202_p0359c16_##聞，甘露法味，獨先服[嘗-旨+甘]？」<p>時諸比丘，聞諸人
T04n0202_p0359c17_##民之所稱宣，即具以事，往白世尊。佛告之
T04n0202_p0359c18_##曰：「乃往過去，與此眾輩，有大誓願：『若我道
T04n0202_p0359c19_##成，當先度之。』」<p>諸比丘聞已，復白佛言：「久共
T04n0202_p0359c20_##誓願，其事云何？唯垂哀愍，願為解說。」<p>佛告
T04n0202_p0359c21_##[21]諸比丘：「諦聽諦聽！善思念之。乃往久遠無
T04n0202_p0359c22_##量無邊不可思議阿僧祇劫，此閻浮提，有一
T04n0202_p0359c23_##大國，名波羅[木*奈]，當時國王，名為迦梨。爾時
T04n0202_p0359c24_##國中，有一大仙士，名羼提[22]波梨，與五百弟
T04n0202_p0359c25_##子，處於山林，修行忍辱。于時國王與諸群
T04n0202_p0359c26_##臣夫人婇女，入山遊觀。王時疲懈，因臥休
T04n0202_p0359c27_##息。諸婇女輩，捨王遊行，觀諸花林，見羼提
T04n0202_p0359c28_##[＊]波梨端坐思惟，敬心內生，即以眾花而散
T04n0202_p0359c29_##其上，因坐其前，聽所說法。[23]王覺顧望，不
T04n0202_p0360a01_##見諸女，與四大臣，行共求之。見諸女輩
T04n0202_p0360a02_##坐仙人前，尋即問曰：『汝於四空定，為悉得
T04n0202_p0360a03_##未？』答言：『未得。』又復問曰：『四無量心，汝復得
T04n0202_p0360a04_##未？』答言：『未得。』王又問曰：『於四禪事，汝為得
T04n0202_p0360a05_##未？』猶答：『未得。』王即怒曰：『於爾所功德，皆言
T04n0202_p0360a06_##未有，汝是凡夫，獨與諸女，在此屏處，云何
T04n0202_p0360a07_##可信？』又復問曰：『汝常在此，為是何人？修設
T04n0202_p0360a08_##何事？』仙人答曰：『修行忍辱。』王即拔劍，而語
T04n0202_p0360a09_##之言：『若當忍辱，我欲試汝，知能忍不？』[01]即
T04n0202_p0360a10_##割其兩手而問[02]仙人，猶言忍辱。復斷其兩
T04n0202_p0360a11_##[腳-谷+去]，復問之[03]言，故言忍辱。次截其耳鼻，顏
T04n0202_p0360a12_##色不變，猶稱忍辱。爾時天地，六種震動。時
T04n0202_p0360a13_##仙人五百弟子，飛於虛空，而問師言：『被
T04n0202_p0360a14_##如是苦，忍辱之心，不忘失耶？』其師答言：『心
T04n0202_p0360a15_##未變易。』王乃驚愕，復更問言：『汝云忍辱，以
T04n0202_p0360a16_##何為證？』仙人答曰：『我若實忍，至誠不虛，血
T04n0202_p0360a17_##當為乳，身當還復。』[04]其言已訖，血尋成乳，
T04n0202_p0360a18_##平完如故。王見忍證，倍懷恐怖，『咄我無狀！
T04n0202_p0360a19_##毀辱大仙，唯見垂哀受我懺悔。』仙人告曰：
T04n0202_p0360a20_##『汝以女色，刀截我形，吾忍如地；我後成佛，
T04n0202_p0360a21_##先以慧刀，斷汝三毒。』爾時山中，諸龍鬼神，
T04n0202_p0360a22_##見迦梨王[打-丁+王]忍辱仙人，各懷懊惱，興大雲
T04n0202_p0360a23_##霧，雷電霹靂，欲害彼王，及其眷屬。時仙人
T04n0202_p0360a24_##仰語：『若為我者，莫[05]苦傷害。』時迦梨國王，懺
T04n0202_p0360a25_##悔之後，常請仙人，就宮供養。爾時有異
T04n0202_p0360a26_##梵志，徒眾千人，見王敬待羼提[＊]波梨，甚懷
T04n0202_p0360a27_##[女*石]忌，於其屏處，坐以塵土糞穢，而以坌之。
T04n0202_p0360a28_##爾時仙人，見其如是，即時立誓：『我今修忍，
T04n0202_p0360a29_##為於群生，積行不休，後會成佛。若佛道成，
T04n0202_p0360b01_##先以法水，洗汝塵垢，除汝欲穢，永令清淨。』」
T04n0202_p0360b02_##佛告比丘：「欲知爾時羼提[＊]波梨者，則我身
T04n0202_p0360b03_##是。時王迦梨及四大臣，今憍陳如等五比丘
T04n0202_p0360b04_##是。時千梵志塵坌我者，今[爵-(采-木)+(樊-大)][06]卑羅等千比
T04n0202_p0360b05_##丘是。我於爾時，緣彼忍辱誓當先度，是故
T04n0202_p0360b06_##道成，此等之眾先得度苦。」<p>時諸比丘，聞佛
T04n0202_p0360b07_##所說，歎未曾有，歡喜奉行。
T04n0202_p0360b08D##（一三）慈力王血施[07]品[＊]第十三
T04n0202_p0360b09P##如是我聞：<p>一時佛在舍衛國祇洹中止。爾時
T04n0202_p0360b10_##尊者阿難，於中食後，林間坐禪，而自思惟：
T04n0202_p0360b11_##「如來興世，甚為奇特，眾生之類，皆蒙安樂。」
T04n0202_p0360b12_##[08]又思惟：「憍陳如等五尊比丘，種何善本，依
T04n0202_p0360b13_##何因緣，法門初開，而先得入，法鼓始振，獨
T04n0202_p0360b14_##先得聞，甘露法降，特先蒙潤？」念是事已，
T04n0202_p0360b15_##從坐處起，往至佛所，具以所念，而用白
T04n0202_p0360b16_##佛。佛告之曰：「憍陳如等，先世於我，實有因
T04n0202_p0360b17_##緣。過去世時，我以身血，充其飢渴，令得安
T04n0202_p0360b18_##隱；是故今身，先得我法，用致解脫。」<p>賢者
T04n0202_p0360b19_##阿難，重白佛言：「過去以血濟其飢乏，其事
T04n0202_p0360b20_##云何？願具開示，并令眾會咸得解了。」<p>佛告
T04n0202_p0360b21_##之曰：「過去久遠阿僧祇劫，此閻浮提，有大
T04n0202_p0360b22_##國王，名彌佉羅拔羅，[＊]晉言慈力，領閻浮
T04n0202_p0360b23_##提八萬四千小國王，有二萬夫人、一萬大臣。
T04n0202_p0360b24_##王有慈悲，具四等心，恒愍一切，未曾懈
T04n0202_p0360b25_##厭，常以十善，教誨民庶，四方欽慕。王所化
T04n0202_p0360b26_##治，國土安樂，莫不慶賴。諸疫鬼輩，恒噉人
T04n0202_p0360b27_##血氣，用自濟活。爾時人民，攝身口意，敦從
T04n0202_p0360b28_##十善；眾邪惡疫，不敢侵近，飢羸困乏，瘦悴
T04n0202_p0360b29_##無力。時五夜叉，來至王所，『我等徒類，仰人
T04n0202_p0360c01_##血氣，得全身命。由王教導，咸持十善，我
T04n0202_p0360c02_##等自是無復飲食，飢渴頓乏，求活無路。大
T04n0202_p0360c03_##王慈悲！豈不矜愍？』王聞是語，甚懷哀傷，即
T04n0202_p0360c04_##自[09]放脈，刺身五處。時五夜叉，各自持器，
T04n0202_p0360c05_##來承血飲，飲血飽滿，咸賴王恩，欣喜無量。
T04n0202_p0360c06_##王復告曰：『汝若充足，念修十善，我今以身
T04n0202_p0360c07_##血，濟汝飢渴，令得安隱；後成佛時，當以
T04n0202_p0360c08_##法身戒定慧血，除汝三毒諸欲飢渴，安置涅
T04n0202_p0360c09_##槃安隱之處。』阿難！欲知爾時慈力王者，今
T04n0202_p0360c10_##我身是。五夜叉者，今憍陳如等五比丘是。我
T04n0202_p0360c11_##世世誓願，許當先度，是故我初說法，聞便
T04n0202_p0360c12_##解脫。」<p>[10]時尊者阿難，及諸眾會，聞佛所說，咸
T04n0202_p0360c13_##增敬仰，歡喜奉行。
T04n0202_p0360c14D##（一四）降六師[＊]品[＊]第十四
T04n0202_p0360c15P##如是我聞：<p>一時佛在王舍城竹園之中，與
T04n0202_p0360c16_##千二百五十比丘俱。時洴沙王已得初果，
T04n0202_p0360c17_##信敬之心倍復隆厚，常設上妙四事所須，供
T04n0202_p0360c18_##養於佛及比丘僧，樂人同善，志兼勸導。國
T04n0202_p0360c19_##有六師，富蘭那等，先素出世，邪見倒說，誑
T04n0202_p0360c20_##惑民庶；迷冥之徒，信服邪教，眾類廣布，惡
T04n0202_p0360c21_##黨遍滿。時王有弟，敬奉六師，信惑邪倒，謂
T04n0202_p0360c22_##其有道，竭家之貨，供給[11]與[12]之。佛日初
T04n0202_p0360c23_##出，慧流肇潤，無心拔擢，沒在重網，兄王洴
T04n0202_p0360c24_##沙，甚愛重之，慇懃方便，曉令奉佛，弟執邪
T04n0202_p0360c25_##理，不從王教，數數[束*力]令請佛供養。弟白
T04n0202_p0360c26_##兄王：「我自有師，不能復往奉事瞿曇。然
T04n0202_p0360c27_##王有教理無有違，當設大會不限來眾，
T04n0202_p0360c28_##若其自至，我當與食。」許王之後辦設供具，
T04n0202_p0360c29_##饒敷床座，事訖設會，遣人往喚，六師之徒，
T04n0202_p0361a01_##尋皆來集，坐於上位，怪佛及僧不自來至，
T04n0202_p0361a02_##即往白王：「王前數數[束*力]請瞿曇，今為設會，
T04n0202_p0361a03_##日時欲至，如何不來？」王告弟言：「汝雖不
T04n0202_p0361a04_##能躬自往請，可遣一人白於時到。」王弟受
T04n0202_p0361a05_##教遣人白時，佛與大眾來至會所，見諸
T04n0202_p0361a06_##六師先坐上座，佛與眾僧次第而坐。佛以
T04n0202_p0361a07_##神足，令此六師合其徒類，忽在下行，六師
T04n0202_p0361a08_##情恥，各起移坐，坐定自見，還在其下。如是
T04n0202_p0361a09_##再三，移坐就上，猶自見身，乃在下末，更
T04n0202_p0361a10_##無力能，[01]俛仰而坐。檀越行水，至上座前，
T04n0202_p0361a11_##佛語施主：「先與汝師。」[02]持水往師前，即舉
T04n0202_p0361a12_##[03]甖，甖口自閉，其水不下；還往佛前，從佛
T04n0202_p0361a13_##作次，爾乃水出，咸得洗手。洗手既竟，次
T04n0202_p0361a14_##[04]當[口*兄]願，檀越捉食，在上座前，佛語檀越：
T04n0202_p0361a15_##「本不為我，往汝師前，自令[口*兄]願。」受教尋
T04n0202_p0361a16_##往，至六師所，六師口噤，不得出言，但各
T04n0202_p0361a17_##舉手，遙指於佛，佛便[口*兄]願，梵音聲暢。[口*兄]願
